Epithet;Date of registration;Genus;Originator Name;Registrant Name;Pollen;Seed;Synonym Flag
Determination;13/03/2006;Paphiopedilum;Ratcliffe;Ratcliffe;British Bulldog;Brave New World;This is not a synonym
Devayani;01/01/1983;Paphiopedilum;R.J.Rands;J.Haag;philippinense;druryi;This is not a synonym
Devenden;01/01/1957;Paphiopedilum;S.Low;S.Low;Actaeus;Whitehall;This is not a synonym
Deveren;01/01/1931;Paphiopedilum;Horridge;Horridge;Minotaur;Elise II;This is not a synonym
Devil's Brew;30/08/1994;Paphiopedilum;Cal-Orchid;Cal-Orchid;Goultenianum;Docteur Knock;This is not a synonym
Devil's Kitchen;01/01/1976;Paphiopedilum;Rod McLellan Co.;Rod McLellan Co.;Lucid;Red Mask;This is not a synonym
Devil's Shoes;01/01/1989;Paphiopedilum;Tropica-Orch.;Tropica-Orch.;Frankeanum;rothschildianum;This is not a synonym
Devilish Gary;08/10/1993;Paphiopedilum;F.Booth;F.Booth;Gary Romagna;delenatii;This is not a synonym
Devils Canyon;01/01/1977;Paphiopedilum;Rod McLellan Co.;Rod McLellan Co.;Bonheure;John Hanes;This is not a synonym
Devon Cream;20/09/1991;Paphiopedilum;F.R.Haynes;F.R.Haynes;Ferox;F. C. Puddle;This is not a synonym
Dew Line;01/01/1978;Paphiopedilum;Santa Barbara;Santa Barbara;Oscar Sherman;Honey Dew;This is not a synonym
Dewend;01/01/1979;Paphiopedilum;J.Hanes;J.Hanes;Defoe;Wendbourn;This is not a synonym
Dewey Houser;04/08/1993;Paphiopedilum;F.Booth;F.Booth;sukhakulii;Lady Isabel;This is not a synonym
Dewey's Delight;09/02/1998;Paphiopedilum;D.Eickhoff;D.Eickhoff;lawrenceanum;javanicum;This is not a synonym
Dewlish;01/01/1955;Paphiopedilum;D.;D.;delenatii;A. Lomax;This is not a synonym
Dewy Green;01/01/1973;Paphiopedilum;Ratcliffe;Ratcliffe;Sunwillow;Ambrosia;This is not a synonym
Dezi's Redhead;23/03/1998;Paphiopedilum;O/U;Arnold J.Klehm;Dezred;Matcheck;This is not a synonym
Dezi's Wine;13/01/2004;Paphiopedilum;Arnold J.Klehm;Arnold J.Klehm;Kevin's Wine;Dezred;This is not a synonym
Dezred;01/01/1977;Paphiopedilum;J.Hanes;J.Hanes;Redvale;Redezelle;This is not a synonym
Dia Chilwin;08/05/2001;Paphiopedilum;Mukoyama;Mukoyama;Diamant;Hama Chilwin;This is not a synonym
Dia Nuevo;01/01/1968;Paphiopedilum;Rod McLellan Co.;Rod McLellan Co.;Ano Nuevo;San Carlos;This is not a synonym
Dia Sioux;08/05/2001;Paphiopedilum;Mukoyama;Mukoyama;Diamant;Valor Sioux;This is not a synonym
Diablo Rojo;01/01/1969;Paphiopedilum;R.McElderry;R.McElderry;John Hanes;Sandra Mary;This is not a synonym
Diabolo;01/01/1950;Paphiopedilum;Broughton;Broughton;Paloma;Diana Broughton;This is not a synonym
Diada;01/01/1949;Paphiopedilum;McBean's;McBean's;Magda;Diana Broughton;This is not a synonym
Diadem (1903);01/01/1903;Paphiopedilum;Thompson;Sander;Leeanum;Actaeus;This is  a synonym
Diadem (1993);17/02/1993;Paphiopedilum;Ratcliffe;Ratcliffe;sukhakulii;Silvara;This is not a synonym
Diagonal;01/01/1946;Paphiopedilum;Broughton;Broughton;Diana Broughton;Akeley;This is not a synonym
Dialect;01/01/1946;Paphiopedilum;Broughton;Broughton;Estrella;Diana Broughton;This is not a synonym
Diamant;01/01/1981;Paphiopedilum;F.Hark;F.Hark;Troyland;Winston Churchill;This is not a synonym
Diamond Dust;01/01/1960;Paphiopedilum;Stirling;Stirling;Parure;Confetti (1950);This is not a synonym
Diamond Fantasy;12/04/2000;Paphiopedilum;I.Muramatsu;I.Muramatsu;Valime;Freckles;This is not a synonym
Diamond Wings;20/10/2009;Paphiopedilum;R-J.Quené;Orchids Ltd [MN];Fumimasa Sugiyama;Oberhausens Diamant;This is not a synonym
Diamora;01/01/1972;Paphiopedilum;Ratcliffe;Ratcliffe;Silvara;Dimity;This is not a synonym
Diana (1893);01/01/1893;Paphiopedilum;Sander;Sander;spicerianum;barbatum;This is  a synonym
Diana (2008);18/01/2008;Paphiopedilum;J.Jäger;J.Jäger;Mildred Hunter;Berlin;This is not a synonym
Diana Barry;05/02/1992;Paphiopedilum;A.Mochizuki;A.Mochizuki;Virginia Moffett;dayanum;This is not a synonym
Diana Bird;01/01/1982;Paphiopedilum;Lemförder Orch.;Lemförder Orch.;Golden Diana;Hellas;This is not a synonym
Diana Broughton;01/01/1936;Paphiopedilum;Broughton;Broughton;Grace Darling;Doris Black;This is not a synonym
Diana Dane;01/01/1949;Paphiopedilum;Black ;Black ;Helen P. Dane;Diana Broughton;This is not a synonym
Diana Leigh;01/01/1960;Paphiopedilum;S.A.;S.A.;Burleigh Mohur;Dianalus;This is not a synonym
Diana Lorelei;03/04/2007;Paphiopedilum;J.Burkey;B.Andrewjeski;White Queen;Multiple Choice;This is not a synonym
Diana Princess of Wales;22/10/2012;Paphiopedilum;R-J.Quené;Orchids Ltd [MN];sanderianum;dianthum;This is not a synonym
Diana Ward;29/03/1995;Paphiopedilum;A.Mochizuki;A.Mochizuki;dayanum;wardii;This is not a synonym
Diana's Winter Day;29/10/2008;Paphiopedilum;O/U;L'Amazone;Maudiae;Diana Ward;This is not a synonym
Dianaling;01/01/1960;Paphiopedilum;S.A.;S.A.;Betty Darling;Diana Broughton;This is not a synonym
Dianalus;01/01/1948;Paphiopedilum;S.A.;S.A.;Troilus;Diana Broughton;This is not a synonym
Diane;01/01/1930;Paphiopedilum;Banbury;Banbury;fairrieanum;chamberlainianum;This is not a synonym
Diane Booth;28/06/1994;Paphiopedilum;F.Booth;F.Booth;Joanne's Wine;niveum;This is not a synonym
Diane de Lune;01/01/1955;Paphiopedilum;S.Farnes;Stirling;Diana Broughton;Luna;This is not a synonym
Diane de Neige;01/01/1956;Paphiopedilum;Stirling;Stirling;Snow Bunting;Diana Broughton;This is not a synonym
Diane Frank;01/09/1997;Paphiopedilum;T.Kalina;Fox Valley;Oriental Venus;niveum;This is not a synonym
Diane Patrica;10/02/2004;Paphiopedilum;O/U;Schendowich;Susan Booth;curtisii;This is not a synonym
Diane Redfern;21/05/1991;Paphiopedilum;G.A.Wright;Baker ;niveum;Winston Churchill;This is not a synonym
Diane Vickery;26/04/1994;Paphiopedilum;Orchid Thoroughbreds;Orchid Thoroughbreds;henryanum;glaucophyllum;This is not a synonym
Dianell;01/01/1958;Paphiopedilum;Black ;Black ;W. N. Evans;Diana Broughton;This is not a synonym
Dianella;01/01/1948;Paphiopedilum;Broughton;Broughton;Lindisfarne;Diana Broughton;This is not a synonym
Dianita;01/01/1944;Paphiopedilum;Stirling;Stirling;Diana Broughton;Anita;This is not a synonym
Dianthus;01/01/1946;Paphiopedilum;Broughton;Broughton;Diana Broughton;Actaeus;This is not a synonym
Diantis;01/01/1949;Paphiopedilum;S.A.;S.A.;Diana Broughton;Atlantis;This is not a synonym
Dianwell;01/01/1952;Paphiopedilum;S.A.;S.A.;Diana Broughton;Wellesley;This is not a synonym
Diapason;01/01/1946;Paphiopedilum;Broughton;Broughton;Esther;Diana Broughton;This is not a synonym
Diarchy;01/01/1954;Paphiopedilum;Broughton;Broughton;Diagonal;Diana Broughton;This is not a synonym
Diaston;11/12/1998;Paphiopedilum;Mukoyama;Mukoyama;Winston Churchill;Diamant;This is not a synonym
Diavolezza;01/01/1969;Paphiopedilum;Cosanka;E.Gunzenhauser;Farnmoore;Vista;This is not a synonym
Dibdin;01/01/1893;Paphiopedilum;Tautz;Tautz;boxallii;argus;This is  a synonym
Dibru;01/01/1930;Paphiopedilum;Miss Moore;Miss Moore;Doris Stanton;Charlotte Dillon;This is not a synonym
Dichroic Revelation;15/04/1999;Paphiopedilum;Pine Ridge;Pine Ridge;barbatum;Helice;This is not a synonym
Dick;01/01/1924;Paphiopedilum;G.F.Moore;G.F.Moore;Pilatus;Lady Dillon;This is not a synonym
Dick Wagner;11/09/2001;Paphiopedilum;Paphanatics;Paphanatics;x fanaticum;bellatulum;This is not a synonym
Dick's Delight;01/01/1989;Paphiopedilum;R.Sonnen;D.McDowell;adductum;Charles Sladden;This is not a synonym
Dickler;01/01/1930;Paphiopedilum;Miss Moore;Miss Moore;Golden Eagle;Dick;This is not a synonym
Dicksonianum;01/01/1905;Paphiopedilum;Wellesley;Wellesley;villosum;Hera (1892);This is not a synonym
Dicksum;01/01/1959;Paphiopedilum;Armacost;Armacost;Dickler;Ansum;This is not a synonym
Dickydolly;09/04/1997;Paphiopedilum;H.Doll;H.Doll;Winston Churchill;Fairburn;This is not a synonym
Didena;01/01/1948;Paphiopedilum;Stirling;Stirling;Modena;Diana Broughton;This is not a synonym
Dido (1895);01/01/1895;Paphiopedilum;Lawrence;Lawrence;Peetersianum;sanderianum;This is not a synonym
Dido (1903);01/01/1903;Paphiopedilum;Sander;Sander;villosum;insigne;This is  a synonym
Didsbury;01/01/1951;Paphiopedilum;S.Low;S.Low;City;Adeline;This is not a synonym
Diecidue Booth;22/06/1995;Paphiopedilum;F.Booth;F.Booth;Gary Romagna;glanduliferum;This is not a synonym
Diedre Kaye;03/08/1998;Paphiopedilum;Rod McLellan Co.;W.Lamb;Memoria Arthur Falk;Mountain Meadow;This is not a synonym
Diego Usted;01/01/1945;Paphiopedilum;Jensen;Jensen;Gold Luna;Balaclava;This is not a synonym
Dielamont;20/12/2004;Paphiopedilum;E.Young O.F.;E.Young O.F.;Winston Churchill;Shillianum;This is not a synonym
Dieter Heyde;01/12/2011;Paphiopedilum;Röllke Orchzt.;Röllke Orchzt.;Senne Nacht;Ambiente;This is not a synonym
Dietrichianum;01/01/1907;Paphiopedilum;Lambeau;Lambeau;stonei;bellatulum;This is  a synonym
Diffusion;29/03/1996;Paphiopedilum;Ratcliffe;Ratcliffe;Danella;Sweet Harmony;This is not a synonym
Digby Hindson;09/10/1992;Paphiopedilum;So.Cross[S.Africa];M.Rathbone;Emerald Creek;Sheila Hanes;This is not a synonym
Digital Doll;10/08/1995;Paphiopedilum;H.Doll;H.Doll;Woodruff;Fred Cosanka;This is not a synonym
Dignity;01/01/1933;Paphiopedilum;A.E.Dale;A.E.Dale;Gaston Bultel;Chrysostom;This is not a synonym
Diligence;01/01/1946;Paphiopedilum;Broughton;Broughton;Diana Broughton;Chatwode;This is not a synonym
Dillargo;01/01/1936;Paphiopedilum;Posnett;Posnett;Lady Dillon;Argo;This is not a synonym
Dillford;01/01/1936;Paphiopedilum;Armstrong/Brown;Armstrong/Brown;Windrush;Dillhurst;This is not a synonym
Dillhurst;01/01/1919;Paphiopedilum;Armstrong/Brown;Armstrong/Brown;Memoria F. M. Ogilvie;Lady Dillon;This is not a synonym
Dilston;01/01/1933;Paphiopedilum;C.Cookson;C.Cookson;Christopher;Bantam;This is not a synonym
Dilys;01/01/1945;Paphiopedilum;Cooke;Cooke;Etta;Adorn;This is not a synonym
Dimity;01/01/1964;Paphiopedilum;Ratcliffe;Ratcliffe;Gorse;F. C. Puddle;This is not a synonym
Dinah Albright;01/01/1988;Paphiopedilum;Miss D.Albright;Miss D.Albright;Knowle;Calvados;This is not a synonym
Dingwall;01/01/1939;Paphiopedilum;Black ;Black ;Josette;Dickler;This is not a synonym
Dinner Party;12/10/2006;Paphiopedilum;F.Sugiyama;Yamato-Noen;Show Time;Kyoto;This is  a synonym
Dinosaur;01/01/1936;Paphiopedilum;Charlesworth Ltd.;Charlesworth Ltd.;Jungfrau;Christopher;This is not a synonym
Dinting;01/01/1936;Paphiopedilum;J.Clark;J.Clark;Shogun;Minos (1893);This is not a synonym
Diny;01/01/1946;Paphiopedilum;Broughton;Broughton;Diana Broughton;Maginot;This is not a synonym
Diocletian;01/01/1954;Paphiopedilum;Broughton;Broughton;Diana Broughton;Roxelane;This is not a synonym
Dioggi;05/01/2000;Paphiopedilum;Hoodview;Hoodview;Maudiae;Kowloon;This is not a synonym
Diomed;01/01/1954;Paphiopedilum;Broughton;Broughton;Diana Broughton;Hardmead;This is not a synonym
Diomède;01/01/1948;Paphiopedilum;V.;V.;Sully;Bisham;This is not a synonym
Diomede (1895);01/01/1895;Paphiopedilum;Vuylsteke;Vuylsteke;lawrenceanum;boxallii;This is  a synonym
Diomede (1907);01/01/1907;Paphiopedilum;Veitch;Veitch;Niobe;Leeanum;This is  a synonym
Dione;01/01/1956;Paphiopedilum;S.Farnes;R.Strauss;Edenbridge;John Dovan;This is not a synonym
Dionicio Olivas;16/12/2002;Paphiopedilum;D.Olivas;D.Olivas;Garibaldi;Oto;This is not a synonym
Dioph;01/01/1953;Paphiopedilum;E.McPeak;E.McPeak;Diana Broughton;Ophelia;This is not a synonym
Diorama;01/01/1948;Paphiopedilum;Cooke;Cooke;Bahram;Diana Broughton;This is not a synonym
Diplomat;01/01/1979;Paphiopedilum;Ratcliffe;Ratcliffe;Robin I. Hall;Solferino;This is not a synonym
Dirce;01/01/1931;Paphiopedilum;Gentle;Gentle;Robin;Idox;This is not a synonym
Dire Wolf;26/09/2007;Paphiopedilum;G.Gardner;Matsui Nurs.;Pat Rowland;Hsinying Dragon;This is not a synonym
Dirk Jäger;13/01/2005;Paphiopedilum;J.Jäger;J.Jäger;Carl Cuddeback;Castillo;This is not a synonym
Disco Fan;01/01/1983;Paphiopedilum;Lemförder Orch.;Lemförder Orch.;Pericles;White Jazz;This is not a synonym
Discolor;01/01/1882;Paphiopedilum;D.Warner;D.Warner;venustum;Harrisianum;This is  a synonym
Discovery;01/01/1980;Paphiopedilum;Ratcliffe;Ratcliffe;Radley;Dencoria;This is not a synonym
Disneyland;01/01/1979;Paphiopedilum;J.Hanes;J.Hanes;Novelty;Blenheim Palace;This is not a synonym
Dissimile;01/01/1925;Paphiopedilum;McLaren;McLaren;Troilus;The Baron;This is not a synonym
Distaff;01/01/1946;Paphiopedilum;Broughton;Broughton;Selina;Diana Broughton;This is not a synonym
Distant Shores;24/01/1995;Paphiopedilum;Ratcliffe;Ratcliffe;World Exile;Bagley;This is not a synonym
Diunium;01/01/1948;Paphiopedilum;Charlesworth Ltd.;Charlesworth Ltd.;Sunium;Diana Broughton;This is not a synonym
Diva;17/02/1993;Paphiopedilum;Ratcliffe;Ratcliffe;bellatulum;Dazzler;This is not a synonym
Diva's Day;02/08/2007;Paphiopedilum;R.van Rooyen;R.van Rooyen;Cheery Day;Diva's Halo;This is not a synonym
Diva's Halo;02/08/2007;Paphiopedilum;O/U;R.van Rooyen;Divisadero;Halo;This is not a synonym
Diversion;01/11/1947;Paphiopedilum;Black ;Black ;Aussie;Alpha;This is not a synonym
Diversity;08/06/2005;Paphiopedilum;Orchids Royale;Orchids Royale;Amber Gold;Liz Greenlees;This is not a synonym
Divert;01/01/1944;Paphiopedilum;Stirling;Stirling;Emerald;Diana Broughton;This is not a synonym
Divinca;26/07/2004;Paphiopedilum;Papa Aroha;Papa Aroha;Diversion;Inca;This is not a synonym
Divine;01/01/1969;Paphiopedilum;E.W.McLellan;E.W.McLellan;Diversion;Odin;This is not a synonym
Divisadero;01/11/1962;Paphiopedilum;Rod McLellan Co.;Rod McLellan Co.;Golden Diana;Diversion;This is not a synonym
Dixie;01/01/1916;Paphiopedilum;Harrison;Harrison;Parkerianum;Aureum;This is not a synonym
Dixie Lullaby;24/07/2006;Paphiopedilum;Orchid Zone;Kita-Cal;Winston Churchill;Delirious;This is not a synonym
Dixie McCulloch;25/10/1996;Paphiopedilum;Krull-Smith;D.McCulloch;rothschildianum;Osiris;This is not a synonym
Dixmude;01/01/1914;Paphiopedilum;Sanders[St Albans];Sanders[St Albans];Thalia;Leeanum;This is not a synonym
Dixomar;01/01/1949;Paphiopedilum;S.A.;S.A.;Omar;Dixon Thorpe;This is not a synonym
Dixon Doll;07/07/1995;Paphiopedilum;H.Doll;H.Doll;Inca;Memoria Jack Dixon;This is not a synonym
Dixon Gold;01/11/1979;Paphiopedilum;Engelholms;Engelholms;Circlet;Memoria Jack Dixon;This is not a synonym
Dixon Walker;01/01/1949;Paphiopedilum;S.A.;S.A.;Memoria J. H. Walker;Dixon Thorpe;This is not a synonym
Dixon World;07/07/1995;Paphiopedilum;H.Doll;H.Doll;Small World;Memoria Jack Dixon;This is not a synonym
Dixori;01/01/1952;Paphiopedilum;S.A.;S.A.;Dixon Thorpe;Maori;This is not a synonym
Djimon Hounsou;02/12/2004;Paphiopedilum;Orchid House;G.Lawless;Beauté;Freckles;This is not a synonym
Djinn;01/01/1956;Paphiopedilum;V.;V.;San-Actaeus;Simonide;This is not a synonym
Doc Miller;01/01/1980;Paphiopedilum;E.W.Miller;Dr/Mrs M.Michel;Ardmoore;Quiberon Bay;This is not a synonym
Doc's Green;01/01/1980;Paphiopedilum;E.W.Miller;Rowland Col.;Lalime;Diversion;This is not a synonym
Doc's Red;01/01/1980;Paphiopedilum;E.W.Miller;Rowland Col.;Laila Emami;Redvale;This is not a synonym
Docteur A. J. Peixoto;09/08/2006;Paphiopedilum;Jard.Luxembourg;Jard.Luxembourg;victoria-regina;supardii;This is not a synonym
Docteur Allix;01/01/1902;Paphiopedilum;Cappe;Cappe;Nitens;Harrisianum;This is  a synonym
Docteur Black;16/09/1994;Paphiopedilum;O.Viengkhou;O.Viengkhou;Black Stallion;Docteur Knock;This is not a synonym
Docteur Clinge Doorenbos;01/01/1900;Paphiopedilum;Peeters;Peeters;rothschildianum;lawrenceanum;This is  a synonym
Docteur Knock;01/11/1973;Paphiopedilum;Vach.;Vach.;Maudiae;Procrustes;This is not a synonym
Docteur Slump;20/12/2000;Paphiopedilum;Mochizuki Orch.;Mochizuki Orch.;schoseri;Gowerianum;This is not a synonym
Docteur Yves Sell;17/02/1999;Paphiopedilum;Marcel Lecoufle;A.Falcinelli;sukhakulii;Bouton D'Or;This is not a synonym
Doctor Brian Edwards Incharm;10/07/2008;Paphiopedilum;In-Charm O.N.;M.W.Haywood;Pinocchio;In-Charm White;This is not a synonym
Doctor C. E. Wilson;01/01/1949;Paphiopedilum;Wilson's;Wilson's;Estrella;Aigrette;This is not a synonym
Doctor Calsow;01/01/1961;Paphiopedilum;W.Hennis;W.Hennis;Alma Gevaert;Onyx;This is not a synonym
Doctor Carl Kempe;01/01/1954;Paphiopedilum;A.Fjellner;A.Fjellner;Blagrose;Dorama;This is not a synonym
Doctor Clayton;01/01/1924;Paphiopedilum;Bromilow;Bromilow;The Gurka;charlesworthii;This is not a synonym
Doctor Conway;01/01/1902;Paphiopedilum;Wellesley;Wellesley;exul;callosum;This is not a synonym
Doctor Doina Baiduc;15/02/2012;Paphiopedilum;Hans Koch;G.Dankmeyer;sukhakulii;Statuesque;This is not a synonym
Doctor Doolittle;01/11/1986;Paphiopedilum;Orchids Royale;Orchids Royale;Saint Helier;Inca;This is not a synonym
Doctor Eugen Baiduc;15/02/2012;Paphiopedilum;Hans Koch;G.Dankmeyer;sukhakulii;Burleigh Mohur;This is not a synonym
Doctor F. D. Hager;01/01/1942;Paphiopedilum;S.A.;S.A.;insigne;Calloso-barbatum;This is not a synonym
Doctor Faust;06/08/1993;Paphiopedilum;H.Doll;H.Doll;My Daughter;California Queen;This is not a synonym
Doctor Jack;01/01/1975;Paphiopedilum;R.Cryder;R.Cryder;niveum;concolor;This is not a synonym
Doctor Jack Fowlie;21/09/1994;Paphiopedilum;S.R.Weltz;S.R.Weltz;hennisianum;rothschildianum;This is not a synonym
Doctor Jane;01/01/1981;Paphiopedilum;R.J.Rands;Mrs B.Hutchison;acmodontum;bellatulum;This is not a synonym
Doctor Lynn;01/05/1992;Paphiopedilum;Rod McLellan Co.;Rod McLellan Co.;Frosty Clover;Grass Valley;This is not a synonym
Doctor Marta;19/03/2002;Paphiopedilum;Svoboda Jr,A.C.;Svoboda Jr,A.C.;John Hanes;Jack Tonkin;This is not a synonym
Doctor Maud;10/05/1993;Paphiopedilum;H.Doll;H.Doll;Docteur Knock;Almaud;This is not a synonym
Doctor Midnight;31/10/1991;Paphiopedilum;T.Root;Orchid Zone;Docteur Knock;Varvara;This is not a synonym
Doctor Mike;14/08/2003;Paphiopedilum;O/U;Orchids Ltd [MN];micranthum;Doctor Jack;This is not a synonym
Doctor Picard;01/01/1900;Paphiopedilum;Cappe;Cappe;Nitens;Leeanum;This is  a synonym
Doctor Ryan;01/01/1902;Paphiopedilum;R.H.Measures;R.H.Measures;spicerianum;chamberlainianum;This is  a synonym
Doctor Salim Naqvi;09/04/2001;Paphiopedilum;P.Micha;P.Micha;Hellas;Amber Gold;This is not a synonym
Doctor Shozu;25/01/2009;Paphiopedilum;T.Sekimura;T.Sekimura;Tiger's-Eye;Joan McLellan Tayler;This is not a synonym
Doctor Shuji Murakami;24/03/1992;Paphiopedilum;Ratcliffe;Ratcliffe;Cross-Bow;New World;This is not a synonym
Doctor Strath;17/11/1995;Paphiopedilum;Mukoyama;Mukoyama;Memoria Doctor Tsuchiya;Strathgreen;This is not a synonym
Doctor Tamura;01/11/1986;Paphiopedilum;Y.Tamura;Y.Tamura;fairrieanum;Jocelyn;This is not a synonym
Doctor Thomas Sowell;07/12/1999;Paphiopedilum;Orchid House;G.Lawless;Via Figueroa;Doctor Walter Williams;This is not a synonym
Doctor Toot;01/04/1996;Paphiopedilum;R.J.Rands;Tim Anderson;delenatii;kolopakingii;This is not a synonym
Doctor W. Holleman;01/01/1941;Paphiopedilum;Sanders[St Albans];Sanders[St Albans];La Couronne;Beeckmanii;This is not a synonym
Doctor Walter Williams;25/11/1999;Paphiopedilum;Orchid House;G.Lawless;Great Pacific;Sandra Bay;This is not a synonym
Doctor's Favorite;13/10/2004;Paphiopedilum;F.Sugiyama;Yamato-Noen;Doctor Shuji Murakami;Spotted Waters;This is not a synonym
Doddscliff;01/01/1979;Paphiopedilum;Dr T.Fujiwara;Dr T.Fujiwara;Sea Cliff;Paul Dodds;This is not a synonym
Dodge City;01/01/1984;Paphiopedilum;Armacost;Armacost;Mellow Moon;Peter Black;This is not a synonym
Dodge City Trail;01/01/1979;Paphiopedilum;Rod McLellan Co.;Rod McLellan Co.;Edward Marshall Boehm;Robin I. Hall;This is not a synonym
Dodge Ridge;01/11/1987;Paphiopedilum;Rod McLellan Co.;Rod McLellan Co.;John Hanes;Pit River;This is not a synonym
Dogashima Magenta;23/02/2006;Paphiopedilum;S.Low;Y.Yoshikawa;Progress;Ayot Saint Lawrence;This is not a synonym
Dogstar;01/01/1928;Paphiopedilum;Bruce-Wrigley;Bruce-Wrigley;Moonbeam;Lady Dillon;This is not a synonym
Doitung Emerald;09/01/2012;Paphiopedilum;Mae Fah Luang Foundation;Mae Fah Luang Foundation;Maudiae;Vert;This is not a synonym
Doitung Jade;29/06/2010;Paphiopedilum;Mae Fah Luang Foundation;Mae Fah Luang Foundation;Emerald;Vert;This is not a synonym
Doitung Red;09/01/2012;Paphiopedilum;Mae Fah Luang Foundation;Mae Fah Luang Foundation;charlesworthii;Cosmopolitan;This is not a synonym
Doitung Ruby;29/06/2010;Paphiopedilum;Mae Fah Luang Foundation;Mae Fah Luang Foundation;callosum;Rosita;This is not a synonym
Doitung Shan;09/01/2012;Paphiopedilum;Mae Fah Luang Foundation;Mae Fah Luang Foundation;philippinense;Montagnard;This is not a synonym
Doktor Hans-Georg Preissel;20/10/2003;Paphiopedilum;Wichmann Orch.;Wichmann Orch.;sukhakulii;Supersuk;This is not a synonym
Doktor Karlheinz Senghas;07/07/1995;Paphiopedilum;H.Doll;H.Doll;Vanguard;philippinense;This is not a synonym
Doktor Lutz Krüger;07/07/1995;Paphiopedilum;H.Doll;H.Doll;adductum;Gary Romagna;This is not a synonym
Dola;01/01/1929;Paphiopedilum;Tapper;Tapper;Mrs. William Pickup;Lord Wolmer;This is not a synonym
Dolce Cat;07/05/1996;Paphiopedilum;O/U;R.Tran;primulinum;Via Muchos Ninos;This is not a synonym
Dolce Vita;19/12/2008;Paphiopedilum;O.Duerbusch;O.Duerbusch;Winston Churchill;Surveyor;This is not a synonym
Dolce World;04/05/2010;Paphiopedilum;O.Duerbusch;Ching Hua;Dolce Vita;Shining World;This is not a synonym
